id,usuario_id,serie_id,texto,puntuacion,fecha,etiquetas,util
res_0725,usr_0577,ser_2662,Reseña número 725. Comedia que retrata la vida cotidiana con humor inteligente.,5,2022-07-31,imprescindible,334
res_0726,usr_0477,ser_1558,"Reseña número 726. Drama intenso sobre familia, lealtad y traición.",1,2025-01-12,recomendada|apta para todos|solo adultos,358
res_0727,usr_0181,ser_2176,Reseña número 727. Una saga familiar que recorre generaciones y secretos.,4,2023-06-06,decepcionante|joya oculta|recomendada,469
res_0728,usr_0025,ser_2762,Reseña número 728. Una saga familiar que recorre generaciones y secretos.,3,2022-02-08,sobrevalorada|apta para todos,197
res_0729,usr_0330,ser_0107,Reseña número 729. Misterio y suspenso se entrelazan en esta serie cautivadora.,6,2024-03-28,apta para todos|joya oculta|sobrevalorada,306
res_0730,usr_0041,ser_0158,"Reseña número 730. En un mundo donde las reglas se rompen, surgen héroes inesperados.",10,2022-12-13,sobrevalorada,45
res_0731,usr_0324,ser_0545,Reseña número 731. Misterio y suspenso se entrelazan en esta serie cautivadora.,1,2023-07-12,clásico moderno,326
res_0732,usr_0468,ser_1340,Reseña número 732. Investigación criminal que pone a prueba los límites de la justicia.,5,2022-10-25,apta para todos|joya oculta,213
res_0733,usr_0096,ser_2670,"Reseña número 733. Drama intenso sobre familia, lealtad y traición.",8,2024-07-08,sobrevalorada|apta para todos|imprescindible,115
res_0734,usr_0245,ser_1347,Reseña número 734. Acción sin tregua en una aventura llena de giros inesperados.,10,2023-09-29,recomendada,47
res_0735,usr_0565,ser_1097,Reseña número 735. Misterio y suspenso se entrelazan en esta serie cautivadora.,6,2024-07-05,apta para todos|recomendada,212
res_0736,usr_0735,ser_2739,"Reseña número 736. Drama intenso sobre familia, lealtad y traición.",10,2024-01-16,apta para todos,144
res_0737,usr_0067,ser_0057,Reseña número 737. Una mirada profunda a la condición humana en tiempos difíciles.,2,2024-12-30,imprescindible|clásico moderno,333
res_0738,usr_0499,ser_1007,"Reseña número 738. Drama intenso sobre familia, lealtad y traición.",7,2024-01-25,sobrevalorada,130
res_0739,usr_0650,ser_1754,Reseña número 739. Comedia que retrata la vida cotidiana con humor inteligente.,6,2023-07-31,imprescindible|solo adultos,418
res_0740,usr_0675,ser_0253,Reseña número 740. Una mirada profunda a la condición humana en tiempos difíciles.,9,2023-07-29,apta para todos|sobrevalorada|clásico moderno,88
res_0741,usr_0447,ser_1067,Reseña número 741. Misterio y suspenso se entrelazan en esta serie cautivadora.,1,2022-06-05,decepcionante|clásico moderno|joya oculta,459
res_0742,usr_0617,ser_0470,Reseña número 742. Misterio y suspenso se entrelazan en esta serie cautivadora.,4,2023-11-15,clásico moderno,448
res_0743,usr_0656,ser_1074,"Reseña número 743. Drama intenso sobre familia, lealtad y traición.",6,2024-05-30,apta para todos,412
res_0744,usr_0766,ser_2649,Reseña número 744. Una historia épica que cambia el destino de los protagonistas para siempre.,8,2024-11-12,sobrevalorada,400
res_0745,usr_0519,ser_1163,Reseña número 745. Romance que desafía las convenciones sociales de la época.,6,2022-05-30,joya oculta,396
res_0746,usr_0045,ser_1898,Reseña número 746. Misterio y suspenso se entrelazan en esta serie cautivadora.,10,2022-06-30,clásico moderno|recomendada|decepcionante,357
res_0747,usr_0549,ser_0568,Reseña número 747. Misterio y suspenso se entrelazan en esta serie cautivadora.,1,2023-12-10,clásico moderno|apta para todos|decepcionante,213
res_0748,usr_0730,ser_1440,"Reseña número 748. En un mundo donde las reglas se rompen, surgen héroes inesperados.",3,2022-05-02,recomendada|clásico moderno,321
res_0749,usr_0661,ser_1765,"Reseña número 749. En un mundo donde las reglas se rompen, surgen héroes inesperados.",2,2023-12-16,solo adultos|imprescindible|clásico moderno,225
res_0750,usr_0160,ser_1345,Reseña número 750. Una mirada profunda a la condición humana en tiempos difíciles.,1,2023-04-21,clásico moderno,273
res_0751,usr_0280,ser_1551,Reseña número 751. Misterio y suspenso se entrelazan en esta serie cautivadora.,4,2023-05-28,decepcionante|joya oculta,8
res_0752,usr_0705,ser_1313,Reseña número 752. Misterio y suspenso se entrelazan en esta serie cautivadora.,1,2022-05-06,decepcionante|apta para todos|clásico moderno,386
res_0753,usr_0216,ser_0441,Reseña número 753. Una saga familiar que recorre generaciones y secretos.,6,2022-04-08,solo adultos|imprescindible,7
res_0754,usr_0351,ser_2804,Reseña número 754. Una mirada profunda a la condición humana en tiempos difíciles.,10,2022-02-25,sobrevalorada,388
res_0755,usr_0279,ser_2597,Reseña número 755. Una mirada profunda a la condición humana en tiempos difíciles.,3,2022-11-22,decepcionante|recomendada,457
res_0756,usr_0339,ser_2791,Reseña número 756. Comedia que retrata la vida cotidiana con humor inteligente.,6,2023-12-11,apta para todos|solo adultos|imprescindible,454
res_0757,usr_0518,ser_1236,Reseña número 757. Una saga familiar que recorre generaciones y secretos.,8,2024-01-31,clásico moderno|solo adultos,473
res_0758,usr_0454,ser_2238,Reseña número 758. Una mirada profunda a la condición humana en tiempos difíciles.,4,2023-05-13,joya oculta|imprescindible|recomendada,15
res_0759,usr_0593,ser_2794,Reseña número 759. Comedia que retrata la vida cotidiana con humor inteligente.,2,2025-01-09,clásico moderno|apta para todos|sobrevalorada,280
res_0760,usr_0451,ser_2174,"Reseña número 760. Drama intenso sobre familia, lealtad y traición.",9,2022-01-31,clásico moderno|sobrevalorada|imprescindible,371
res_0761,usr_0522,ser_0993,Reseña número 761. Una saga familiar que recorre generaciones y secretos.,8,2024-11-27,recomendada,349
res_0762,usr_0073,ser_2298,Reseña número 762. Una saga familiar que recorre generaciones y secretos.,9,2024-06-04,joya oculta|sobrevalorada,387
res_0763,usr_0651,ser_2834,Reseña número 763. Una historia épica que cambia el destino de los protagonistas para siempre.,8,2023-08-22,apta para todos|imprescindible,342
res_0764,usr_0328,ser_2781,Reseña número 764. Acción sin tregua en una aventura llena de giros inesperados.,8,2022-01-08,decepcionante,229
res_0765,usr_0102,ser_2189,Reseña número 765. Investigación criminal que pone a prueba los límites de la justicia.,8,2024-01-01,solo adultos|apta para todos|decepcionante,27
res_0766,usr_0594,ser_2262,Reseña número 766. Una historia épica que cambia el destino de los protagonistas para siempre.,3,2022-03-12,clásico moderno|solo adultos,464
res_0767,usr_0130,ser_0187,Reseña número 767. Misterio y suspenso se entrelazan en esta serie cautivadora.,7,2025-04-13,solo adultos,147
res_0768,usr_0214,ser_2380,Reseña número 768. Una historia épica que cambia el destino de los protagonistas para siempre.,7,2023-06-16,joya oculta|sobrevalorada|apta para todos,97
res_0769,usr_0629,ser_0688,Reseña número 769. Una historia épica que cambia el destino de los protagonistas para siempre.,3,2023-09-03,joya oculta|apta para todos|decepcionante,6
res_0770,usr_0699,ser_1957,Reseña número 770. Una mirada profunda a la condición humana en tiempos difíciles.,2,2025-03-21,imprescindible|joya oculta,334
res_0771,usr_0640,ser_2756,Reseña número 771. Una historia épica que cambia el destino de los protagonistas para siempre.,2,2022-05-19,recomendada,387
res_0772,usr_0201,ser_1629,Reseña número 772. Romance que desafía las convenciones sociales de la época.,3,2022-05-28,apta para todos|joya oculta|clásico moderno,129
res_0773,usr_0129,ser_1776,"Reseña número 773. En un mundo donde las reglas se rompen, surgen héroes inesperados.",7,2024-04-30,apta para todos|decepcionante|sobrevalorada,33
res_0774,usr_0030,ser_2002,Reseña número 774. Una saga familiar que recorre generaciones y secretos.,4,2023-12-11,solo adultos,174
res_0775,usr_0431,ser_1502,"Reseña número 775. Drama intenso sobre familia, lealtad y traición.",1,2025-01-18,imprescindible,488
res_0776,usr_0702,ser_0790,Reseña número 776. Una historia épica que cambia el destino de los protagonistas para siempre.,1,2022-06-04,apta para todos|recomendada|clásico moderno,443
res_0777,usr_0538,ser_0907,"Reseña número 777. Drama intenso sobre familia, lealtad y traición.",2,2023-11-08,recomendada,30
res_0778,usr_0505,ser_1210,"Reseña número 778. En un mundo donde las reglas se rompen, surgen héroes inesperados.",7,2024-02-13,joya oculta|imprescindible|recomendada,281
res_0779,usr_0387,ser_0100,Reseña número 779. Misterio y suspenso se entrelazan en esta serie cautivadora.,3,2025-02-13,sobrevalorada|recomendada|solo adultos,251
res_0780,usr_0144,ser_0870,"Reseña número 780. Drama intenso sobre familia, lealtad y traición.",5,2024-02-22,joya oculta|decepcionante|sobrevalorada,59
res_0781,usr_0040,ser_1560,Reseña número 781. Una historia épica que cambia el destino de los protagonistas para siempre.,7,2022-05-06,solo adultos|clásico moderno,121
res_0782,usr_0504,ser_1857,Reseña número 782. Investigación criminal que pone a prueba los límites de la justicia.,9,2022-12-03,joya oculta,62
res_0783,usr_0557,ser_0483,Reseña número 783. Una historia épica que cambia el destino de los protagonistas para siempre.,1,2024-07-29,recomendada,257
res_0784,usr_0677,ser_1054,Reseña número 784. Romance que desafía las convenciones sociales de la época.,10,2024-12-27,recomendada|clásico moderno|solo adultos,335
res_0785,usr_0098,ser_1869,Reseña número 785. Una historia épica que cambia el destino de los protagonistas para siempre.,6,2024-03-11,solo adultos|clásico moderno,445
res_0786,usr_0695,ser_1756,Reseña número 786. Comedia que retrata la vida cotidiana con humor inteligente.,9,2024-01-29,clásico moderno|sobrevalorada,303
res_0787,usr_0022,ser_0923,Reseña número 787. Una mirada profunda a la condición humana en tiempos difíciles.,7,2024-08-02,clásico moderno|solo adultos|joya oculta,384
res_0788,usr_0746,ser_1145,Reseña número 788. Romance que desafía las convenciones sociales de la época.,10,2022-06-20,sobrevalorada,380
res_0789,usr_0495,ser_2168,Reseña número 789. Misterio y suspenso se entrelazan en esta serie cautivadora.,9,2024-04-03,decepcionante|imprescindible,394
res_0790,usr_0045,ser_2204,Reseña número 790. Una historia épica que cambia el destino de los protagonistas para siempre.,5,2023-10-09,sobrevalorada,135
res_0791,usr_0218,ser_0102,Reseña número 791. Misterio y suspenso se entrelazan en esta serie cautivadora.,10,2025-01-20,recomendada,403
res_0792,usr_0475,ser_0133,Reseña número 792. Una historia épica que cambia el destino de los protagonistas para siempre.,1,2022-11-12,solo adultos|decepcionante,172
res_0793,usr_0269,ser_1830,Reseña número 793. Comedia que retrata la vida cotidiana con humor inteligente.,4,2024-06-08,imprescindible|sobrevalorada,107
res_0794,usr_0542,ser_0572,Reseña número 794. Comedia que retrata la vida cotidiana con humor inteligente.,2,2022-08-02,decepcionante|apta para todos,324
res_0795,usr_0208,ser_0216,Reseña número 795. Una mirada profunda a la condición humana en tiempos difíciles.,6,2024-11-04,imprescindible,243
res_0796,usr_0180,ser_1591,Reseña número 796. Una mirada profunda a la condición humana en tiempos difíciles.,4,2022-03-01,recomendada|apta para todos|clásico moderno,470
res_0797,usr_0265,ser_2267,Reseña número 797. Una historia épica que cambia el destino de los protagonistas para siempre.,9,2024-11-21,apta para todos|clásico moderno|recomendada,54
res_0798,usr_0171,ser_1505,Reseña número 798. Investigación criminal que pone a prueba los límites de la justicia.,1,2023-09-12,sobrevalorada|recomendada,203
res_0799,usr_0327,ser_2792,Reseña número 799. Romance que desafía las convenciones sociales de la época.,8,2022-09-17,imprescindible,68
res_0800,usr_0456,ser_0439,Reseña número 800. Acción sin tregua en una aventura llena de giros inesperados.,9,2022-08-05,imprescindible,493
res_0801,usr_0676,ser_1860,Reseña número 801. Acción sin tregua en una aventura llena de giros inesperados.,7,2023-04-23,decepcionante|recomendada,170
res_0802,usr_0156,ser_1714,Reseña número 802. Romance que desafía las convenciones sociales de la época.,4,2024-07-13,imprescindible,6
res_0803,usr_0463,ser_0027,Reseña número 803. Acción sin tregua en una aventura llena de giros inesperados.,9,2024-04-20,apta para todos|decepcionante|sobrevalorada,377
res_0804,usr_0315,ser_0414,Reseña número 804. Misterio y suspenso se entrelazan en esta serie cautivadora.,8,2023-04-27,joya oculta|sobrevalorada,281
res_0805,usr_0583,ser_1375,Reseña número 805. Una mirada profunda a la condición humana en tiempos difíciles.,8,2023-08-21,clásico moderno,88
res_0806,usr_0326,ser_1882,Reseña número 806. Romance que desafía las convenciones sociales de la época.,7,2025-01-07,solo adultos|clásico moderno|sobrevalorada,415
res_0807,usr_0772,ser_0906,Reseña número 807. Una saga familiar que recorre generaciones y secretos.,6,2022-07-01,apta para todos|recomendada,114
res_0808,usr_0743,ser_0660,Reseña número 808. Una mirada profunda a la condición humana en tiempos difíciles.,8,2022-03-03,joya oculta,346
res_0809,usr_0742,ser_0070,Reseña número 809. Una saga familiar que recorre generaciones y secretos.,6,2022-05-07,solo adultos|apta para todos|clásico moderno,415
res_0810,usr_0079,ser_1439,"Reseña número 810. En un mundo donde las reglas se rompen, surgen héroes inesperados.",10,2024-02-18,sobrevalorada|imprescindible|apta para todos,29
res_0811,usr_0667,ser_1258,Reseña número 811. Romance que desafía las convenciones sociales de la época.,8,2022-11-06,apta para todos|recomendada,359
res_0812,usr_0094,ser_1481,Reseña número 812. Una saga familiar que recorre generaciones y secretos.,6,2023-04-16,joya oculta,46
res_0813,usr_0403,ser_0515,Reseña número 813. Una saga familiar que recorre generaciones y secretos.,1,2024-06-08,imprescindible,164
res_0814,usr_0737,ser_2850,Reseña número 814. Acción sin tregua en una aventura llena de giros inesperados.,7,2022-04-20,sobrevalorada|recomendada|joya oculta,273
res_0815,usr_0060,ser_1440,"Reseña número 815. En un mundo donde las reglas se rompen, surgen héroes inesperados.",9,2023-03-18,sobrevalorada|decepcionante,417
res_0816,usr_0582,ser_0839,Reseña número 816. Acción sin tregua en una aventura llena de giros inesperados.,4,2023-10-21,recomendada|clásico moderno,477
res_0817,usr_0535,ser_2043,Reseña número 817. Romance que desafía las convenciones sociales de la época.,10,2023-05-25,solo adultos|imprescindible,150
res_0818,usr_0719,ser_1068,"Reseña número 818. En un mundo donde las reglas se rompen, surgen héroes inesperados.",7,2024-08-07,decepcionante|recomendada,409
res_0819,usr_0550,ser_2011,Reseña número 819. Misterio y suspenso se entrelazan en esta serie cautivadora.,4,2022-02-12,apta para todos|decepcionante|sobrevalorada,154
res_0820,usr_0134,ser_2469,Reseña número 820. Una mirada profunda a la condición humana en tiempos difíciles.,3,2024-03-11,sobrevalorada|clásico moderno|decepcionante,267
res_0821,usr_0495,ser_0100,Reseña número 821. Una saga familiar que recorre generaciones y secretos.,3,2025-04-10,imprescindible|sobrevalorada,344
res_0822,usr_0173,ser_2295,Reseña número 822. Una saga familiar que recorre generaciones y secretos.,1,2025-02-13,clásico moderno|decepcionante,269
res_0823,usr_0159,ser_1547,"Reseña número 823. Drama intenso sobre familia, lealtad y traición.",8,2024-09-03,sobrevalorada,52
res_0824,usr_0192,ser_1383,Reseña número 824. Investigación criminal que pone a prueba los límites de la justicia.,2,2022-09-25,solo adultos|sobrevalorada|apta para todos,114
res_0825,usr_0273,ser_0029,Reseña número 825. Misterio y suspenso se entrelazan en esta serie cautivadora.,2,2024-06-24,joya oculta|decepcionante|sobrevalorada,217
res_0826,usr_0350,ser_2929,"Reseña número 826. Drama intenso sobre familia, lealtad y traición.",3,2023-09-14,apta para todos|joya oculta,408
res_0827,usr_0340,ser_0471,Reseña número 827. Acción sin tregua en una aventura llena de giros inesperados.,10,2022-12-31,solo adultos,189
res_0828,usr_0074,ser_1890,"Reseña número 828. En un mundo donde las reglas se rompen, surgen héroes inesperados.",4,2024-01-31,decepcionante|clásico moderno|joya oculta,152
res_0829,usr_0336,ser_1068,Reseña número 829. Romance que desafía las convenciones sociales de la época.,1,2023-11-01,recomendada,181
res_0830,usr_0451,ser_1065,Reseña número 830. Comedia que retrata la vida cotidiana con humor inteligente.,9,2022-03-31,apta para todos|sobrevalorada,159
res_0831,usr_0548,ser_1883,Reseña número 831. Investigación criminal que pone a prueba los límites de la justicia.,5,2022-08-24,sobrevalorada,60
res_0832,usr_0184,ser_1869,Reseña número 832. Acción sin tregua en una aventura llena de giros inesperados.,1,2024-10-11,sobrevalorada|imprescindible|decepcionante,310
res_0833,usr_0294,ser_2215,"Reseña número 833. Drama intenso sobre familia, lealtad y traición.",3,2023-06-09,decepcionante|solo adultos,422
res_0834,usr_0776,ser_2217,Reseña número 834. Investigación criminal que pone a prueba los límites de la justicia.,2,2024-03-03,sobrevalorada,450
res_0835,usr_0374,ser_1018,Reseña número 835. Misterio y suspenso se entrelazan en esta serie cautivadora.,2,2024-09-24,clásico moderno|decepcionante,208
res_0836,usr_0110,ser_1074,"Reseña número 836. En un mundo donde las reglas se rompen, surgen héroes inesperados.",2,2025-03-31,imprescindible|recomendada|clásico moderno,51
res_0837,usr_0300,ser_2759,Reseña número 837. Romance que desafía las convenciones sociales de la época.,4,2025-03-09,imprescindible|clásico moderno|solo adultos,424
res_0838,usr_0591,ser_2075,Reseña número 838. Una mirada profunda a la condición humana en tiempos difíciles.,6,2024-11-30,joya oculta|solo adultos,458
res_0839,usr_0728,ser_0034,"Reseña número 839. En un mundo donde las reglas se rompen, surgen héroes inesperados.",3,2024-07-28,imprescindible|solo adultos,453
res_0840,usr_0454,ser_2007,"Reseña número 840. En un mundo donde las reglas se rompen, surgen héroes inesperados.",6,2024-02-28,clásico moderno|imprescindible|joya oculta,2
res_0841,usr_0605,ser_0394,Reseña número 841. Romance que desafía las convenciones sociales de la época.,5,2023-07-10,joya oculta|recomendada,467
res_0842,usr_0539,ser_0009,Reseña número 842. Una mirada profunda a la condición humana en tiempos difíciles.,1,2025-01-06,decepcionante|imprescindible|joya oculta,325
res_0843,usr_0046,ser_1649,Reseña número 843. Misterio y suspenso se entrelazan en esta serie cautivadora.,2,2024-03-07,joya oculta|recomendada,79
res_0844,usr_0712,ser_2315,Reseña número 844. Una mirada profunda a la condición humana en tiempos difíciles.,8,2024-05-11,clásico moderno|imprescindible,420
res_0845,usr_0426,ser_2622,Reseña número 845. Comedia que retrata la vida cotidiana con humor inteligente.,9,2024-07-16,recomendada,475
res_0846,usr_0173,ser_0975,Reseña número 846. Investigación criminal que pone a prueba los límites de la justicia.,7,2023-10-18,decepcionante|sobrevalorada,22
res_0847,usr_0014,ser_2271,Reseña número 847. Una historia épica que cambia el destino de los protagonistas para siempre.,6,2025-04-02,recomendada|clásico moderno|solo adultos,441
res_0848,usr_0539,ser_2260,Reseña número 848. Investigación criminal que pone a prueba los límites de la justicia.,1,2022-01-15,sobrevalorada|recomendada|apta para todos,170
res_0849,usr_0200,ser_1869,Reseña número 849. Investigación criminal que pone a prueba los límites de la justicia.,3,2025-01-23,solo adultos|clásico moderno,82
res_0850,usr_0742,ser_2686,"Reseña número 850. Drama intenso sobre familia, lealtad y traición.",1,2023-01-26,solo adultos,36
res_0851,usr_0063,ser_2222,"Reseña número 851. En un mundo donde las reglas se rompen, surgen héroes inesperados.",7,2025-03-15,decepcionante|imprescindible|apta para todos,447
res_0852,usr_0725,ser_2418,Reseña número 852. Romance que desafía las convenciones sociales de la época.,7,2024-03-12,imprescindible,187
res_0853,usr_0276,ser_0284,Reseña número 853. Comedia que retrata la vida cotidiana con humor inteligente.,2,2025-03-30,recomendada|sobrevalorada|solo adultos,429
res_0854,usr_0798,ser_2782,"Reseña número 854. Drama intenso sobre familia, lealtad y traición.",8,2022-10-02,decepcionante|apta para todos|clásico moderno,304
res_0855,usr_0316,ser_0634,Reseña número 855. Investigación criminal que pone a prueba los límites de la justicia.,7,2023-03-20,sobrevalorada|decepcionante,298
res_0856,usr_0172,ser_2882,Reseña número 856. Acción sin tregua en una aventura llena de giros inesperados.,4,2025-02-19,solo adultos|clásico moderno|apta para todos,137
res_0857,usr_0631,ser_1327,Reseña número 857. Comedia que retrata la vida cotidiana con humor inteligente.,10,2022-07-01,decepcionante,394
res_0858,usr_0793,ser_0941,Reseña número 858. Una mirada profunda a la condición humana en tiempos difíciles.,6,2024-01-14,clásico moderno|sobrevalorada|imprescindible,456
res_0859,usr_0528,ser_2661,Reseña número 859. Una mirada profunda a la condición humana en tiempos difíciles.,5,2024-03-30,sobrevalorada|clásico moderno|joya oculta,417
res_0860,usr_0624,ser_0400,Reseña número 860. Acción sin tregua en una aventura llena de giros inesperados.,2,2022-02-24,clásico moderno|joya oculta,249
res_0861,usr_0375,ser_0852,Reseña número 861. Una historia épica que cambia el destino de los protagonistas para siempre.,3,2025-04-17,imprescindible|decepcionante,368
res_0862,usr_0600,ser_2464,Reseña número 862. Una historia épica que cambia el destino de los protagonistas para siempre.,10,2023-09-02,apta para todos,239
res_0863,usr_0580,ser_1343,"Reseña número 863. Drama intenso sobre familia, lealtad y traición.",1,2023-01-19,imprescindible|decepcionante,168
res_0864,usr_0270,ser_2218,"Reseña número 864. En un mundo donde las reglas se rompen, surgen héroes inesperados.",2,2025-02-25,imprescindible|sobrevalorada|clásico moderno,82
res_0865,usr_0526,ser_1146,Reseña número 865. Comedia que retrata la vida cotidiana con humor inteligente.,9,2023-09-09,solo adultos|decepcionante|joya oculta,131
res_0866,usr_0044,ser_0181,Reseña número 866. Una saga familiar que recorre generaciones y secretos.,3,2024-05-11,apta para todos,177
res_0867,usr_0753,ser_2213,Reseña número 867. Una historia épica que cambia el destino de los protagonistas para siempre.,8,2023-01-15,recomendada,285
res_0868,usr_0654,ser_2712,Reseña número 868. Una historia épica que cambia el destino de los protagonistas para siempre.,6,2024-07-24,imprescindible,291
res_0869,usr_0510,ser_1169,Reseña número 869. Una mirada profunda a la condición humana en tiempos difíciles.,6,2024-07-03,decepcionante|clásico moderno,464
res_0870,usr_0632,ser_0528,Reseña número 870. Comedia que retrata la vida cotidiana con humor inteligente.,6,2024-02-05,apta para todos|joya oculta|recomendada,359
res_0871,usr_0705,ser_2242,Reseña número 871. Misterio y suspenso se entrelazan en esta serie cautivadora.,7,2022-01-28,imprescindible,173
res_0872,usr_0712,ser_2676,Reseña número 872. Investigación criminal que pone a prueba los límites de la justicia.,2,2022-09-19,apta para todos,438
res_0873,usr_0157,ser_1120,"Reseña número 873. Drama intenso sobre familia, lealtad y traición.",5,2023-08-08,recomendada|solo adultos,69
res_0874,usr_0354,ser_0476,Reseña número 874. Una saga familiar que recorre generaciones y secretos.,1,2024-03-16,solo adultos|imprescindible|decepcionante,355
res_0875,usr_0276,ser_1741,Reseña número 875. Una historia épica que cambia el destino de los protagonistas para siempre.,10,2024-01-07,solo adultos|imprescindible,428
res_0876,usr_0295,ser_2182,Reseña número 876. Romance que desafía las convenciones sociales de la época.,8,2023-08-15,apta para todos|imprescindible,487
res_0877,usr_0056,ser_2811,Reseña número 877. Investigación criminal que pone a prueba los límites de la justicia.,4,2023-11-14,decepcionante|clásico moderno,274
res_0878,usr_0618,ser_0122,Reseña número 878. Una saga familiar que recorre generaciones y secretos.,2,2022-04-27,apta para todos,127
res_0879,usr_0274,ser_2626,Reseña número 879. Romance que desafía las convenciones sociales de la época.,5,2022-06-14,recomendada|apta para todos|decepcionante,455
res_0880,usr_0794,ser_0552,Reseña número 880. Una historia épica que cambia el destino de los protagonistas para siempre.,3,2022-11-18,recomendada,161
res_0881,usr_0800,ser_2309,Reseña número 881. Romance que desafía las convenciones sociales de la época.,6,2024-07-24,sobrevalorada,397
res_0882,usr_0444,ser_2275,"Reseña número 882. Drama intenso sobre familia, lealtad y traición.",9,2024-09-10,clásico moderno|sobrevalorada,184
res_0883,usr_0746,ser_1464,Reseña número 883. Comedia que retrata la vida cotidiana con humor inteligente.,3,2023-11-11,apta para todos|joya oculta|decepcionante,481
res_0884,usr_0394,ser_2215,Reseña número 884. Comedia que retrata la vida cotidiana con humor inteligente.,1,2024-05-22,joya oculta|solo adultos,244
res_0885,usr_0538,ser_0688,Reseña número 885. Acción sin tregua en una aventura llena de giros inesperados.,5,2024-11-10,imprescindible|solo adultos,23
res_0886,usr_0053,ser_0221,"Reseña número 886. Drama intenso sobre familia, lealtad y traición.",6,2023-12-23,apta para todos|clásico moderno,135
res_0887,usr_0349,ser_1022,Reseña número 887. Una mirada profunda a la condición humana en tiempos difíciles.,5,2024-06-29,clásico moderno|imprescindible|joya oculta,135
res_0888,usr_0651,ser_2567,Reseña número 888. Investigación criminal que pone a prueba los límites de la justicia.,5,2023-08-13,recomendada|decepcionante,418
res_0889,usr_0122,ser_2824,Reseña número 889. Misterio y suspenso se entrelazan en esta serie cautivadora.,6,2022-03-14,apta para todos|imprescindible,391
res_0890,usr_0201,ser_1976,Reseña número 890. Una historia épica que cambia el destino de los protagonistas para siempre.,7,2023-11-17,imprescindible|apta para todos|recomendada,267
res_0891,usr_0107,ser_2419,Reseña número 891. Acción sin tregua en una aventura llena de giros inesperados.,2,2023-02-10,solo adultos|apta para todos|decepcionante,335
res_0892,usr_0632,ser_1427,Reseña número 892. Comedia que retrata la vida cotidiana con humor inteligente.,10,2023-07-27,decepcionante,294
res_0893,usr_0538,ser_0423,Reseña número 893. Una mirada profunda a la condición humana en tiempos difíciles.,4,2022-11-07,imprescindible|joya oculta,341
res_0894,usr_0630,ser_1886,Reseña número 894. Romance que desafía las convenciones sociales de la época.,2,2022-06-15,recomendada|apta para todos|solo adultos,365
res_0895,usr_0711,ser_1546,Reseña número 895. Romance que desafía las convenciones sociales de la época.,8,2023-08-27,apta para todos,26
res_0896,usr_0271,ser_2235,Reseña número 896. Una saga familiar que recorre generaciones y secretos.,1,2025-04-29,clásico moderno|joya oculta|imprescindible,224
res_0897,usr_0102,ser_1058,Reseña número 897. Una mirada profunda a la condición humana en tiempos difíciles.,7,2025-03-20,solo adultos|decepcionante,309
res_0898,usr_0211,ser_2605,Reseña número 898. Misterio y suspenso se entrelazan en esta serie cautivadora.,8,2024-03-10,sobrevalorada|clásico moderno|joya oculta,213
res_0899,usr_0084,ser_1602,"Reseña número 899. En un mundo donde las reglas se rompen, surgen héroes inesperados.",9,2024-09-11,apta para todos|decepcionante,495
res_0900,usr_0745,ser_1296,Reseña número 900. Investigación criminal que pone a prueba los límites de la justicia.,1,2025-01-10,sobrevalorada|recomendada,404
res_0901,usr_0634,ser_1697,Reseña número 901. Comedia que retrata la vida cotidiana con humor inteligente.,3,2022-05-18,solo adultos|apta para todos|joya oculta,376
res_0902,usr_0038,ser_2623,Reseña número 902. Una historia épica que cambia el destino de los protagonistas para siempre.,6,2023-02-01,imprescindible|solo adultos|sobrevalorada,10
res_0903,usr_0380,ser_1305,Reseña número 903. Romance que desafía las convenciones sociales de la época.,5,2022-05-08,joya oculta,474
res_0904,usr_0345,ser_2545,Reseña número 904. Comedia que retrata la vida cotidiana con humor inteligente.,9,2024-06-23,clásico moderno|decepcionante,289
res_0905,usr_0097,ser_2624,"Reseña número 905. Drama intenso sobre familia, lealtad y traición.",7,2024-11-22,sobrevalorada,17
res_0906,usr_0508,ser_2124,Reseña número 906. Una mirada profunda a la condición humana en tiempos difíciles.,8,2023-03-06,sobrevalorada,178
res_0907,usr_0596,ser_1258,"Reseña número 907. En un mundo donde las reglas se rompen, surgen héroes inesperados.",3,2023-04-29,joya oculta|decepcionante|solo adultos,367
res_0908,usr_0177,ser_0827,"Reseña número 908. Drama intenso sobre familia, lealtad y traición.",6,2024-11-23,decepcionante,147
res_0909,usr_0356,ser_1308,Reseña número 909. Romance que desafía las convenciones sociales de la época.,2,2022-07-28,decepcionante|apta para todos,358
res_0910,usr_0477,ser_1106,Reseña número 910. Una mirada profunda a la condición humana en tiempos difíciles.,6,2022-07-30,decepcionante|joya oculta,420
res_0911,usr_0422,ser_0824,"Reseña número 911. Drama intenso sobre familia, lealtad y traición.",8,2022-04-23,sobrevalorada,51
res_0912,usr_0476,ser_1051,Reseña número 912. Una historia épica que cambia el destino de los protagonistas para siempre.,3,2024-12-10,imprescindible|recomendada|sobrevalorada,1
res_0913,usr_0800,ser_2586,Reseña número 913. Romance que desafía las convenciones sociales de la época.,7,2023-04-21,joya oculta|imprescindible,106
res_0914,usr_0287,ser_2785,Reseña número 914. Acción sin tregua en una aventura llena de giros inesperados.,1,2023-01-07,apta para todos|imprescindible|solo adultos,370
